_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
deg,deg, , , ,mag,deg,deg,mas,mas/yr,mas/yr,mas,mag, ,deg,deg
--------------,--------------,------,-----------,-----------,-----,------------,------------,-------,--------,--------,------,------,-,------------,------------
273.4478516,-46.31258799,89342,18 13 47.48,-46 18 44.9,6.82,273.4478511,-46.31246048,9.8,0.15,-52.46,0.83,0.035, ,273.4478516,-46.31258799
273.4529102,-43.20433593,89345,18 13 48.71,-43 12 15.5,6.94,273.4529527,-43.20429967,6.98,-12.74,-14.92,1.02,1.05, ,273.4529102,-43.20433593
273.4675863,2.393465092,89347,18 13 52.22,+02 23 36.6,6.43,273.4675897,2.39349229,2.78,-1.39,-11.19,0.79,1.545, ,273.4675863,2.39346509
273.4743048,64.39728696,89348,18 13 53.36,+64 23 49.9,4.99,273.4723271,64.39719935,42.56,351.62,36.05,0.45,0.44, ,273.4743048,64.39728696
273.5321788,28.21638816,89362,18 14 07.73,+28 12 59.3,6.84,273.5322116,28.21648458,5.02,-11.89,-39.67,0.7,1.092, ,273.5321788,28.21638816
273.5662531,-21.71316396,89369,18 14 15.91,-21 42 47.2,5.49,273.5662923,-21.71310708,6.45,-15,-23.4,0.95,1.528, ,273.5662531,-21.71316395
273.5680047,-63.68968195,89370,18 14 16.36,-63 41 22.3,6.47,273.568149,-63.689541,5.31,-26.31,-57.99,0.78,1.414, ,273.5680047,-63.68968195
273.6004703,-70.75121369,89382,18 14 24.12,-70 45 04.2,6.7,273.6005094,-70.7511767,2.57,-5.31,-15.22,0.62,-0.025, ,273.6004703,-70.75121369
273.6708254,56.5882385,89401,18 14 41.01,+56 35 17.4,6.66,273.670895,56.58817842,9.39,-15.78,24.72,0.51,0.362, ,273.6708254,56.5882385
273.6833318,29.20730595,89408,18 14 43.99,+29 12 28.4,6.51,273.683299,29.2078897,23.84,11.79,-240.17,0.63,0.579, ,273.6833318,29.20730595
273.7342204,49.15831089,89420,18 14 56.21,+49 09 29.2,6.83,273.7342117,49.15812447,5.25,2.34,76.7,0.52,1.233, ,273.7342204,49.15831089
273.7712853,-29.82300565,89429,18 15 05.11,-29 49 22.7,6.81,273.7712817,-29.82296064,4.54,1.3,-18.52,0.84,1.681, ,273.7712853,-29.82300565
273.8037804,-20.72826976,89439,18 15 12.91,-20 43 41.8,5.29,273.8037729,-20.7282667,-0.33,2.9,-1.26,0.93,0.007, ,273.8037804,-20.72826976
273.8040455,-20.38797398,89440,18 15 12.97,-20 23 16.7,5.96,273.8040382,-20.38796936,-0.22,2.83,-1.9,0.91,-0.023, ,273.8040455,-20.38797398
273.815793,54.14069142,89446,18 15 15.83,+54 08 27.4,6.83,273.8159544,54.14093192,7.65,-38.89,-98.95,0.52,0.951, ,273.815793,54.14069142
273.8211523,68.75580995,89448,18 15 17.05,+68 45 21.5,5.96,273.8210372,68.75596485,11.48,17.17,-63.73,0.49,1.055, ,273.8211523,68.75580995
273.8611493,-48.8515793,89460,18 15 26.68,-48 51 05.9,6.58,273.8611563,-48.8516309,10.56,-1.89,21.23,0.95,0.891, ,273.8611493,-48.8515793
273.8638109,-34.5945296,89463,18 15 27.32,-34 35 40.2,6.92,273.863832,-34.59450262,3.16,-7.14,-11.1,0.93,-0.049, ,273.8638109,-34.5945296
273.8692905,86.65775133,89465,18 15 28.69,+86 39 27.7,6.51,273.869524,86.65768383,2.75,-5.6,27.77,0.52,1.604, ,273.8692905,86.65775133
273.8781832,-18.661577,89470,18 15 30.76,-18 39 41.7,6.05,273.8781819,-18.66157177,0.83,0.53,-2.15,0.85,0.165, ,273.8781832,-18.661577
273.8852651,45.20931782,89474,18 15 32.53,+45 12 34.5,6.3,273.8855306,45.20959588,44.08,-76.98,-114.4,0.51,0.641, ,273.8852651,45.20931782
273.9115711,42.15934543,89482,18 15 38.78,+42 09 33.6,5.56,273.9115807,42.15934312,6.04,-2.93,0.95,0.48,-0.111, ,273.9115711,42.15934543
273.9174297,-33.09156811,89486,18 15 40.18,-33 05 29.5,6.94,273.9174344,-33.09152798,5.42,-1.62,-16.51,0.83,0.013, ,273.9174297,-33.09156811
273.919238,-63.05536625,89487,18 15 40.66,-63 03 19.1,5.58,273.9194296,-63.05530804,11.02,-35.71,-23.95,0.67,0.944, ,273.919238,-63.05536625
273.9621002,-36.57376169,89502,18 15 50.90,-36 34 25.5,6.94,273.9621025,-36.57375634,2.74,-0.74,-2.2,0.87,-0.11,P,273.9621002,-36.57376169
273.972302,30.39986421,89505,18 15 53.33,+30 23 59.4,6.76,273.9722109,30.39983546,8.95,32.31,11.83,0.65,1.029, ,273.972302,30.39986421
273.9727079,-44.20646066,89507,18 15 53.39,-44 12 23.4,5.45,273.972473,-44.20649632,12.16,69.29,14.67,0.89,0.962, ,273.9727079,-44.20646066
273.9913758,-3.617992146,89512,18 15 57.93,-03 37 04.7,6.35,273.991377,-3.61798359,6.91,-0.5,-3.52,0.85,0.201, ,273.9913758,-3.61799215
274.0232153,2.377516572,89527,18 16 05.58,+02 22 39.3,6.1,274.023232,2.37758611,4.62,-6.83,-28.61,0.82,1.55,P,274.0232154,2.37751657
274.0294345,-56.6509247,89530,18 16 07.07,-56 39 03.0,6.91,274.0294771,-56.65082881,7.46,-9.65,-39.45,1.1,1.277, ,274.0294345,-56.6509247
274.1473801,-20.5444879,89567,18 16 35.37,-20 32 40.1,6.89,274.1473606,-20.54446476,5.39,7.51,-9.52,1.32,1.027, ,274.1473801,-20.5444879
274.1544662,48.10519493,89570,18 16 37.09,+48 06 18.9,6.9,274.1545359,48.10525023,5.15,-19.16,-22.75,0.52,1.402, ,274.1544662,48.10519493
274.2212559,-3.007400778,89587,18 16 53.09,-03 00 24.3,5.99,274.2212119,-3.00673658,9.91,18.11,-273.27,0.83,0.89, ,274.221256,-3.00740078
274.2395491,-27.71587777,89592,18 16 57.49,-27 42 56.2,6.66,274.2395585,-27.71560511,10.27,-3.4,-112.18,0.96,1.246, ,274.2395491,-27.71587777
274.244755,68.7414572,89594,18 16 58.77,+68 44 30.1,6.79,274.2448877,68.74169017,4.98,-19.79,-95.85,0.53,-0.071, ,274.244755,68.7414572
274.2538304,-51.06827072,89597,18 17 00.92,-51 04 05.7,6.06,274.2538269,-51.06824435,9.07,0.91,-10.85,0.77,-0.046, ,274.2538304,-51.06827072
274.2701711,1.005732727,89601,18 17 04.85,+01 00 20.9,6.62,274.2701954,1.00580088,15.98,-9.97,-28.04,0.8,0.312, ,274.2701711,1.00573273
274.2783907,40.93672682,89604,18 17 06.95,+40 56 11.7,6.12,274.2789513,40.93657224,9.36,-174.25,63.6,0.58,0.977, ,274.2783907,40.93672682
274.2813828,-56.0233515,89605,18 17 07.54,-56 01 24.0,5.36,274.2814061,-56.02331993,4.39,-5.36,-12.99,0.76,-0.05, ,274.2813828,-56.0233515
274.2984505,-17.37388635,89609,18 17 11.63,-17 22 25.9,5.81,274.298455,-17.37385188,3.12,-1.78,-14.18,0.86,1.569, ,274.2984505,-17.37388635
274.323924,-38.17770833,89617,18 17 17.74,-38 10 39.7,6.69,274.3239235,-38.17769924,2.25,0.17,-3.74,0.82,1.139, ,274.323924,-38.17770833
274.3489688,-28.28897492,89620,18 17 23.66,-28 17 19.0,6.36,274.3486034,-28.28860655,33.72,132.39,-151.56,0.96,0.536, ,274.3489688,-28.28897492
274.35036,-28.65206487,89622,18 17 24.08,-28 39 07.3,6.18,274.3503308,-28.65202985,8.21,10.55,-14.41,1.05,0.184, ,274.35036,-28.65206487
274.3506718,-9.758577892,89623,18 17 24.16,-09 45 30.5,6.29,274.3506599,-9.75846509,7.58,4.82,-46.41,0.91,0.382, ,274.3506718,-9.75857789
274.3689866,-18.46344946,89630,18 17 28.56,-18 27 48.4,6.52,274.3689858,-18.46344703,0.49,0.34,-1,1,0.043, ,274.3689866,-18.46344946
274.4010224,-34.1072578,89637,18 17 36.25,-34 06 26.0,6.03,274.401038,-34.10723517,3.7,-5.3,-9.31,0.86,-0.096, ,274.4010224,-34.1072578
274.4071316,-15.43070988,89641,18 17 37.71,-15 25 50.6,6.72,274.4071296,-15.43070964,1.63,0.78,-0.1,0.89,0.398, ,274.4071316,-15.43070988
274.4068127,-36.76168598,89642,18 17 37.73,-36 45 40.6,3.1,274.4072049,-36.76128103,21.87,-129.27,-166.61,0.92,1.582, ,274.4068127,-36.76168598
274.4630649,-18.79849829,89659,18 17 51.13,-18 47 54.6,6.74,274.4630548,-18.79849827,4.3,3.91,-0.01,0.87,0.001, ,274.4630649,-18.79849829
274.5039893,-68.22925744,89674,18 18 00.96,-68 13 45.2,6.32,274.5039864,-68.22921619,4.68,0.44,-16.97,0.68,-0.026, ,274.5039893,-68.22925744
274.5122607,13.77703793,89677,18 18 02.94,+13 46 37.4,6.29,274.5122678,13.77705548,2.93,-2.83,-7.22,0.94,-0.04, ,274.5122607,13.77703793
274.5132953,-27.04264123,89678,18 18 03.19,-27 02 33.5,4.66,274.5132831,-27.04263452,4.66,4.48,-2.76,0.97,1.629, ,274.5132954,-27.04264123
274.5321393,18.13169063,89684,18 18 07.72,+18 07 54.1,6.24,274.5321474,18.13168429,4.37,-3.17,2.61,0.72,-0.004, ,274.5321393,18.13169063
274.5322067,23.29690666,89683,18 18 07.72,+23 17 49.0,6.45,274.5321753,23.29693573,1.95,11.88,-11.96,0.74,1.698, ,274.5322067,23.29690666
274.5849379,-54.33243636,89698,18 18 20.38,-54 19 56.7,6.91,274.5849228,-54.33241069,1.45,3.63,-10.56,1.04,1.677, ,274.5849379,-54.33243636
274.6022491,12.98043073,89700,18 18 24.54,+12 58 49.6,6.76,274.6022529,12.98043124,2.67,-1.52,-0.21,1.07,0.002, ,274.6022491,12.98043073
274.6269522,-34.68611526,89708,18 18 30.47,-34 41 10.0,6.93,274.6269624,-34.68610282,2.25,-3.44,-5.12,0.94,-0.058, ,274.6269522,-34.68611526
274.6673222,-42.28839915,89726,18 18 40.15,-42 17 18.2,6.3,274.6673098,-42.28838505,-0.74,3.77,-5.8,0.84,-0.144, ,274.6673222,-42.28839915
274.6739985,-25.60479018,89731,18 18 41.76,-25 36 17.0,6.51,274.6740088,-25.60471619,6.05,-3.84,-30.44,0.99,1.346, ,274.6739985,-25.60479018
274.7843394,71.51785395,89770,18 19 08.35,+71 31 04.0,6.68,274.7847983,71.51776438,19.51,-59.86,36.85,0.51,0.444, ,274.7843394,71.51785395
274.7897357,7.259766654,89772,18 19 09.56,+07 15 35.1,5.41,274.7898469,7.25976189,22.24,-45.38,1.96,0.82,1.084, ,274.7897357,7.25976665
274.7944998,24.44605934,89773,18 19 10.67,+24 26 45.8,5.3,274.7944774,24.44604619,2.55,8.4,5.41,0.59,1.508, ,274.7944998,24.44605934
274.8179808,15.82604061,89777,18 19 16.30,+15 49 33.8,6.98,274.8179249,15.82604593,3.56,22.11,-2.19,0.88,0.291, ,274.8179808,15.82604061
274.9172082,-63.88656225,89805,18 19 40.08,-63 53 09.2,6.17,274.9169935,-63.88589103,43.64,38.89,-276.16,0.72,0.584, ,274.9172082,-63.88656225
274.9190609,67.43506911,89807,18 19 40.57,+67 26 06.1,6.92,274.9190456,67.43502439,2.88,2.43,18.4,0.54,1.654, ,274.9190609,67.43506911
274.9220293,-45.69915152,89808,18 19 41.35,-45 41 55.8,6.84,274.9223006,-45.69882271,26.41,-77.95,-135.28,0.95,0.533, ,274.9220293,-45.69915152
274.9588622,-17.75080149,89823,18 19 50.13,-17 45 02.8,6.96,274.9588668,-17.75079055,2.12,-1.79,-4.5,1,1.574, ,274.9588622,-17.75080149
274.9654565,36.06454739,89826,18 19 51.72,+36 03 52.0,4.33,274.965505,36.06444696,13.71,-16.14,41.32,0.56,1.162, ,274.9654565,36.06454739
274.9669574,29.66639209,89827,18 19 52.07,+29 39 59.0,6.01,274.9669643,29.66638344,4.98,-2.46,3.56,0.62,1.319, ,274.9669574,29.66639209
274.9835899,51.34782271,89835,18 19 56.10,+51 20 52.6,6.3,274.9837308,51.34794769,7.95,-36.22,-51.42,0.5,1.112, ,274.9835899,51.34782271
275.0071378,-48.76524181,89840,18 20 01.72,-48 45 54.6,6.56,275.007151,-48.76517487,5.16,-3.6,-27.54,0.76,0.149, ,275.0071378,-48.76524181
275.0163816,-9.595722593,89844,18 20 03.99,-09 35 42.6,6.92,275.0166088,-9.59517776,26.4,-92.15,-224.16,0.85,0.724, ,275.0163816,-9.59572259
275.0214786,-7.981329154,89846,18 20 05.14,-07 58 52.7,6.54,275.0214021,-7.98130446,14.4,31.18,-10.16,0.97,0.401, ,275.0214786,-7.98132915
275.0366363,-15.83169702,89851,18 20 08.77,-15 49 53.8,5.39,275.0365352,-15.83160305,6.93,40.03,-38.66,0.78,1.473, ,275.0366363,-15.83169702
275.0700694,-35.428695,89859,18 20 16.82,-35 25 43.2,6.87,275.0700829,-35.42867942,1.41,-4.52,-6.41,0.9,-0.041, ,275.0700694,-35.428695
275.0746442,21.96129679,89861,18 20 17.90,+21 57 41.2,4.92,275.0745983,21.9614409,7.66,17.51,-59.29,0.62,1.594, ,275.0746442,21.96129679
275.0891722,-56.21567888,89872,18 20 21.38,-56 12 56.4,6.94,275.0890705,-56.21565377,5.97,23.27,-10.33,0.87,1.012, ,275.0891722,-56.21567888
275.1055286,28.98352685,89878,18 20 25.33,+28 59 00.7,6.61,275.1055312,28.98353917,3.33,-0.95,-5.07,0.62,-0.096, ,275.1055286,28.98352685
275.161113,22.79741675,89898,18 20 38.67,+22 47 50.8,6.8,275.1611157,22.79743201,3.38,-1.02,-6.28,0.92,-0.05, ,275.161113,22.79741675
275.1757845,-59.83988277,89902,18 20 42.16,-59 50 23.5,6.99,275.1756584,-59.83987251,3.27,26.06,-4.22,0.76,-0.114, ,275.1757845,-59.83988277
275.1892934,71.33781433,89908,18 20 45.44,+71 20 15.8,4.22,275.1893383,71.33772734,11.28,-5.91,35.79,0.48,-0.093,P,275.1892934,71.33781433
275.2052326,27.53033148,89912,18 20 49.23,+27 31 48.3,6.99,275.2051207,27.53007321,33.99,40.83,106.26,0.69,0.636, ,275.2052326,27.53033148
275.2169296,3.377165208,89918,18 20 52.06,+03 22 37.7,4.85,275.2169255,3.37714467,12.11,1.71,8.45,0.83,0.911, ,275.2169296,3.37716521
275.2299485,-37.48764837,89920,18 20 55.19,-37 29 15.5,6.46,275.2299536,-37.4876307,1.43,-1.66,-7.27,0.84,1.315, ,275.2299485,-37.48764837
275.2373746,29.85892536,89925,18 20 56.97,+29 51 31.7,5.61,275.2373726,29.85879387,17.36,0.69,54.1,0.6,0.231, ,275.2373746,29.85892536
275.2485073,-29.82810326,89931,18 20 59.62,-29 49 40.9,2.72,275.2484234,-29.82803914,10.67,29.96,-26.38,0.93,1.38, ,275.2485073,-29.82810326
275.2542509,28.8699538,89935,18 21 01.02,+28 52 11.4,5.12,275.2542398,28.86983516,11.79,4.01,48.81,0.6,0.212, ,275.2542509,28.8699538
275.2557143,-43.77483565,89936,18 21 01.39,-43 46 29.6,6.65,275.2557713,-43.77488698,14.57,-16.91,21.12,0.88,0.276, ,275.2557143,-43.77483565
275.2595162,-15.230683,89938,18 21 02.28,-15 13 50.4,6.94,275.2595066,-15.23067034,2.7,3.83,-5.21,1.11,1.76, ,275.2595162,-15.230683
275.2640944,72.73284302,89937,18 21 02.34,+72 44 01.3,3.55,275.2597457,72.73369763,124.11,531.08,-351.59,0.48,0.489, ,275.2640944,72.73284302
275.2797812,49.72546565,89943,18 21 07.15,+49 43 31.5,6.39,275.2797787,49.72540851,4.88,0.66,23.51,0.48,1.086, ,275.2797812,49.72546565
275.3016979,-26.08511565,89954,18 21 12.41,-26 05 06.4,6.91,275.3016921,-26.0851244,6.97,2.15,3.6,0.88,0.249, ,275.301698,-26.08511565
275.3100339,-39.02175198,89955,18 21 14.42,-39 01 18.1,6.77,275.3100863,-39.02170116,5.49,-16.74,-20.91,0.88,0.128,P,275.3100339,-39.02175198
275.3185437,-30.9414775,89960,18 21 16.45,-30 56 29.1,6.99,275.3185503,-30.94142777,4.31,-2.34,-20.46,0.82,0.023, ,275.3185437,-30.9414775
275.3275032,-2.898825138,89962,18 21 18.92,-02 53 49.6,3.23,275.3288358,-2.897122,52.81,-547.57,-700.72,0.75,0.941, ,275.3275032,-2.89882514
275.3457782,-18.8599994,89968,18 21 22.99,-18 51 35.9,5.76,275.3457853,-18.85998365,2.52,-2.76,-6.48,0.93,0.67, ,275.3457782,-18.8599994
275.3657056,25.05677746,89975,18 21 27.77,+25 03 24.4,6.99,275.3656955,25.05676485,1.95,3.74,5.19,0.67,-0.09, ,275.3657056,25.05677746
275.3683371,5.435725944,89977,18 21 28.40,+05 26 08.7,6.14,275.3683447,5.43574551,0.97,-3.12,-8.05,0.83,-0.048, ,275.3683371,5.43572594
275.3728297,51.3010909,89978,18 21 29.49,+51 18 04.1,6.65,275.3728606,51.30114427,4.11,-7.96,-21.96,0.53,1.387, ,275.3728297,51.30109089
275.3806958,-24.91527631,89980,18 21 31.36,-24 54 55.0,6.19,275.380684,-24.91527108,2.8,4.44,-2.15,1.11,1.823, ,275.3806959,-24.91527631
275.3860967,49.12159355,89981,18 21 32.68,+49 07 17.3,5.02,275.3861866,49.12146945,4.32,-24.18,51.06,0.47,1.619, ,275.3860968,49.12159355
275.4518531,21.50777267,89999,18 21 48.45,+21 30 28.0,6.83,275.4518575,21.50778869,2.36,-1.68,-6.59,0.91,-0.09, ,275.4518531,21.50777267
275.5005732,-28.42996242,90012,18 22 00.13,-28 25 47.8,6.15,275.5005539,-28.42995389,6.87,6.98,-3.51,1.03,0.264, ,275.5005732,-28.42996242
275.5362524,23.2851765,90023,18 22 08.69,+23 17 06.0,5.41,275.5362217,23.28498721,4.82,11.61,77.88,0.57,1.633, ,275.5362524,23.2851765
275.5491686,51.54190408,90031,18 22 11.79,+51 32 31.0,6.84,275.5491056,51.54193453,6.73,16.12,-12.53,0.5,0.131, ,275.5491686,51.54190408
275.5773855,-38.65689372,90037,18 22 18.60,-38 39 24.6,5.09,275.5775171,-38.65682498,6.48,-42.28,-28.28,0.78,1.498, ,275.5773855,-38.65689372
275.6471605,12.02967984,90052,18 22 35.31,+12 01 46.7,5.99,275.6471384,12.02964433,6.81,8.9,14.61,0.74,0.056, ,275.6471605,12.02967984
275.7043339,17.82661627,90067,18 22 49.00,+17 49 35.7,5.25,275.7041488,17.82657724,7.48,72.52,16.06,0.66,1.25, ,275.7043339,17.82661627
275.7211531,-36.66955566,90074,18 22 53.08,-36 40 10.2,5.33,275.7211582,-36.66949254,5.27,-1.69,-25.97,0.76,-0.121, ,275.7211531,-36.66955566
275.7587898,-10.21898337,90083,18 23 02.10,-10 13 08.1,6.32,275.758767,-10.21892931,9.51,9.22,-22.24,1.02,0.13, ,275.7587898,-10.21898337
275.762207,16.68799992,90086,18 23 02.94,+16 41 16.9,6.22,275.7622356,16.68803424,6.58,-11.28,-14.12,0.82,1.216, ,275.762207,16.68799992
275.7686099,-60.7492081,90089,18 23 04.47,-60 44 57.0,6.8,275.76864,-60.74916255,11.35,-6.05,-18.74,0.8,0.245, ,275.7686099,-60.7492081
275.8006777,-12.01475532,90096,18 23 12.17,-12 00 52.9,5.71,275.8006979,-12.01470763,5.33,-8.14,-19.62,0.77,0.006, ,275.8006777,-12.01475532
275.8067551,-61.49390093,90098,18 23 13.62,-61 29 38.1,4.35,275.8067524,-61.49390506,7.76,0.53,1.7,0.77,1.462, ,275.8067551,-61.49390093
275.8310618,14.70004149,90111,18 23 19.46,+14 42 00.2,6.74,275.831085,14.70006609,5.62,-9.22,-10.12,0.91,-0.034, ,275.8310618,14.70004149
275.8701109,-36.23798706,90124,18 23 28.82,-36 14 16.8,5.52,275.870088,-36.23800004,10.21,7.61,5.34,0.77,1.015, ,275.8701109,-36.23798706
275.9018684,-75.04427681,90133,18 23 36.44,-75 02 39.6,5.47,275.9018262,-75.04432557,16.59,4.48,20.06,0.57,0.043, ,275.9018684,-75.04427681
275.9149352,-8.934383286,90135,18 23 39.55,-08 56 04.2,4.66,275.9148076,-8.93451038,17.08,51.89,52.29,0.87,0.932, ,275.9149352,-8.93438329
275.92454,21.76975206,90139,18 23 41.77,+21 46 13.2,3.85,275.9240282,21.77034249,25.4,195.54,-242.92,0.65,1.168, ,275.92454,21.76975206
275.9335852,38.34511693,90140,18 23 44.07,+38 20 42.3,6.92,275.933615,38.34507437,6.15,-9.62,17.51,0.58,-0.004, ,275.9335852,38.34511693
275.9499079,53.30083726,90146,18 23 47.95,+53 18 03.1,6.35,275.9498119,53.30086319,9.59,23.59,-10.67,0.48,0.168, ,275.9499079,53.30083726
275.9775273,58.80073609,90156,18 23 54.65,+58 48 02.1,4.98,275.9777039,58.8005852,17.31,-37.64,62.08,0.48,0.082, ,275.9775273,58.80073609
275.9886681,38.73920989,90163,18 23 57.27,+38 44 21.0,6.41,275.9886438,38.73917674,3.8,7.79,13.64,0.57,1.429, ,275.9886681,38.73920989
275.9998303,43.90773418,90170,18 23 59.94,+43 54 27.9,6.63,275.9997678,43.90774346,2.26,18.53,-3.82,0.57,1.682,P,275.9998303,43.90773418
276.0149502,-3.583156891,90174,18 24 03.60,-03 34 58.9,6.36,276.0149911,-3.58304161,15.1,-16.78,-47.43,0.79,0.351, ,276.0149502,-3.58315689
276.0233835,20.45237411,90176,18 24 05.63,+20 27 08.1,6.75,276.0234385,20.45225064,11.84,-21.2,50.8,0.72,0.305, ,276.0233835,20.45237411
276.035445,79.22269806,90179,18 24 08.55,+79 13 21.2,6.54,276.0356129,79.2225443,7.83,-12.92,63.26,0.5,1.092, ,276.035445,79.22269806
276.0386285,83.17539965,90182,18 24 09.18,+83 10 31.6,6.16,276.0382524,83.17545653,5.95,18.39,-23.4,0.52,0.051, ,276.0386286,83.17539965
276.042993,-34.38461611,90185,18 24 10.35,-34 23 03.5,1.79,276.0431097,-34.3843146,22.55,-39.61,-124.05,1.02,-0.031, ,276.042993,-34.38461611
276.0456163,42.46690372,90187,18 24 10.94,+42 28 01.0,6.65,276.0456023,42.46695214,9.81,4.26,-19.92,0.52,0.097, ,276.0456163,42.46690372
276.0574402,39.50723875,90191,18 24 13.80,+39 30 26.1,5.11,276.0575073,39.50724983,7.39,-21.31,-4.56,0.52,0.047, ,276.0574402,39.50723875
276.0760072,-44.11025611,90200,18 24 18.24,-44 06 36.7,5.24,276.0760035,-44.1102013,6.22,1.11,-22.55,0.85,-0.163, ,276.0760072,-44.11025611
276.138075,-49.65287881,90223,18 24 33.11,-49 39 09.0,6.45,276.137951,-49.65251379,35.46,33.03,-150.18,0.8,0.593, ,276.138075,-49.65287881
276.1755348,-7.075936178,90238,18 24 42.05,-07 04 33.1,6.28,276.1752044,-7.07587257,11.62,134.9,-26.17,0.95,1.161, ,276.1755348,-7.07593618
276.2383696,-1.579413135,90253,18 24 57.21,-01 34 45.9,6.15,276.2383548,-1.57940317,7.54,6.05,-4.1,1.72,0.381, ,276.2383696,-1.57941314
276.2435894,27.39478346,90256,18 24 58.46,+27 23 41.3,6.27,276.2435849,27.39481834,8.41,1.65,-14.35,0.81,0.053, ,276.2435894,27.39478346
276.2559414,-30.75657007,90260,18 25 01.51,-30 45 23.0,5.58,276.2563033,-30.75640093,4.99,-127.97,-69.59,0.91,1.138, ,276.2559414,-30.75657007
276.286978,5.084567494,90271,18 25 08.88,+05 05 04.4,6.73,276.2869819,5.08455364,3.83,-1.59,5.7,0.9,0.011, ,276.286978,5.08456749
276.2921407,64.83842002,90274,18 25 10.14,+64 50 17.8,6.84,276.2922523,64.83827042,6.25,-19.52,61.55,0.61,0.995, ,276.2921407,64.83842002
276.3133077,-13.97841684,90281,18 25 15.19,-13 58 42.3,6.61,276.3133021,-13.97840802,0,2.24,-3.63,1.14,0.778,P,276.3133077,-13.97841684
276.3199822,-57.0955063,90282,18 25 16.77,-57 05 43.7,6.85,276.3198589,-57.09546897,20.54,27.56,-15.36,0.77,0.441, ,276.3199822,-57.0955063
276.3376695,-20.54167899,90289,18 25 21.04,-20 32 29.8,4.81,276.3376481,-20.54160918,5.46,8.26,-28.72,1.2,1.31, ,276.3376695,-20.54167899
276.3403044,-35.9920254,90290,18 25 21.70,-35 59 31.3,6.14,276.3404087,-35.99203084,7.07,-34.7,2.24,0.79,1.006, ,276.3403044,-35.9920254
276.3661502,22.70679844,90295,18 25 27.88,+22 42 24.5,6.8,276.3661553,22.70681302,1.04,-1.92,-6,0.68,-0.087, ,276.3661502,22.70679844
276.3817918,-63.02153413,90304,18 25 31.63,-63 01 16.6,6.13,276.3817887,-63.02128653,14.03,0.57,-101.87,0.69,0.202, ,276.3817918,-63.02153413
276.4116618,8.032006438,90313,18 25 38.80,+08 01 55.3,5.64,276.4116722,8.0320244,4.04,-4.24,-7.39,0.69,0.884,P,276.4116618,8.03200644
276.4775219,-33.94571807,90336,18 25 54.61,-33 56 44.5,6.3,276.4775265,-33.94569163,3.39,-1.58,-10.88,0.94,-0.075, ,276.4775219,-33.94571807
276.4801241,14.96623192,90337,18 25 55.23,+14 57 58.6,6.37,276.4801432,14.96628017,8.72,-7.6,-19.85,0.83,-0.037, ,276.4801241,14.96623192
276.4949468,29.82893016,90342,18 25 58.77,+29 49 44.4,5.81,276.4948817,29.82898959,7.63,23.23,-24.45,0.6,0.068, ,276.4949468,29.82893016
276.4964088,65.56348048,90344,18 25 58.99,+65 33 48.8,4.82,276.495783,65.56354628,10.28,106.52,-27.07,0.48,1.179, ,276.4964088,65.56348048
276.5140462,0.780494787,90347,18 26 03.36,+00 46 49.7,6.87,276.514004,0.78048052,7.41,17.38,5.87,1.18,0.277, ,276.5140462,0.78049479
276.5818235,26.22771937,90361,18 26 19.64,+26 13 39.8,6.89,276.5818289,26.22773104,3.65,-2,-4.8,0.67,-0.126, ,276.5818235,26.22771937
276.6700853,-30.39333351,90397,18 26 40.80,-30 23 35.5,6.75,276.6700101,-30.39318111,21.94,26.7,-62.7,0.93,0.548, ,276.6700853,-30.39333351
276.6705345,26.44921618,90398,18 26 40.93,+26 26 57.2,6.5,276.67053,26.44923123,4.17,1.66,-6.19,0.63,-0.107, ,276.6705345,26.44921618
276.7250513,-48.11724265,90414,18 26 54.01,-48 07 01.6,5.44,276.7250377,-48.11710875,6.16,3.74,-55.09,0.73,0.855, ,276.7250513,-48.11724265
276.7434011,-45.96845881,90422,18 26 58.43,-45 58 06.0,3.49,276.7434595,-45.96832919,13.08,-16.68,-53.33,0.71,-0.179, ,276.7434011,-45.96845881
276.7869386,-8.040406473,90437,18 27 08.86,-08 02 25.6,6.5,276.7869324,-8.0404309,10.03,2.53,10.05,0.88,1.054, ,276.7869386,-8.04040647
276.8021184,0.196108455,90441,18 27 12.51,+00 11 46.1,5.2,276.8021248,0.19612982,6.81,-2.64,-8.79,1.05,0.487,D,276.8021184,0.19610846
276.8804855,-15.37362576,90459,18 27 31.29,-15 22 25.3,6.95,276.8803667,-15.37370215,22.83,47.13,31.43,0.96,0.475, ,276.8804855,-15.37362576
276.9256057,59.54911205,90476,18 27 42.09,+59 32 56.5,6.43,276.9253862,59.54901845,8.93,45.76,38.51,0.48,0.979, ,276.9256057,59.54911205
276.9323113,-26.63484494,90478,18 27 43.76,-26 38 05.1,6.31,276.932336,-26.63475516,12.95,-9.1,-36.94,1.66,0.263, ,276.9323113,-26.63484494
276.9412218,24.69741014,90483,18 27 45.89,+24 41 50.6,6.94,276.9412057,24.69737786,4.14,6.03,13.28,1.16,0,P,276.9412218,24.69741014
276.9561824,-29.81686531,90485,18 27 49.48,-29 49 00.8,5.9,276.9561848,-29.81690216,27.53,-0.84,15.16,0.91,0.517, ,276.9561824,-29.81686531
